movie,year,tmdb_link,tmdb_id,genres,normalized_title,family_id
Love Affair,1939,https://www.themoviedb.org/movie/43739,43739,"Drama, Romance",love affair,FAM0137
An Affair to Remember,1957,https://www.themoviedb.org/movie/8356,8356,"Drama, Romance",affair to remember,FAM0137
Mr. Smith Goes to Washington,1939,https://www.themoviedb.org/movie/3083,3083,"Comedy, Drama",mr smith goes to washington,FAM0138
Billy Jack Goes to Washington,1977,https://www.themoviedb.org/movie/78140,78140,Drama,billy jack goes to washington,FAM0138
The Cat and the Canary,1939,https://www.themoviedb.org/movie/18851,18851,"Comedy, Horror, Mystery",cat and the canary,FAM0139
The Cat and the Canary,1978,https://www.themoviedb.org/movie/86182-the-cat-and-the-canary,86182,"Horror, Comedy, Mystery",cat and the canary,FAM0139
Dark Victory,1939,https://www.themoviedb.org/movie/27972,27972,"Drama, Romance",dark victory,FAM0140
Stolen Hours,1963,https://www.themoviedb.org/movie/242622,242622,Drama,stolen hours,FAM0140
"Wife, Husband and Friend",1939,https://www.themoviedb.org/movie/120996,120996,Comedy,wife husband and friend,FAM0141
Everybody Does It,1949,https://www.themoviedb.org/movie/260681,260681,Comedy,everybody does it,FAM0141
Five Came Back,1939,https://www.themoviedb.org/movie/65858,65858,"Adventure, Drama",five came back,FAM0142
Los que volvieron,1948,https://www.themoviedb.org/movie/318505,318505,"Drama, Adventure",los que volvieron,FAM0142
Gunga Din,1939,https://www.themoviedb.org/movie/24965,24965,"Adventure, War, Action, Comedy",gunga din,FAM0143
Sergeants 3,1962,https://www.themoviedb.org/movie/18512,18512,"Western, Comedy",sergeants 3,FAM0143
Le jour se lève,1939,https://www.themoviedb.org/movie/27053,27053,"Crime, Drama",le jour se l ve,FAM0144
The Long Night,1947,https://www.themoviedb.org/movie/44626,44626,"Drama, Thriller, Crime, Romance",long night,FAM0144
The Magnificent Fraud,1939,https://www.themoviedb.org/movie/164424,164424,Drama,magnificent fraud,FAM0145
Moon over Parador,1988,https://www.themoviedb.org/movie/34014,34014,"Comedy, Romance",moon over parador,FAM0145
Midnight,1939,https://www.themoviedb.org/movie/31993,31993,"Comedy, Romance",midnight,FAM0146
Masquerade in Mexico,1945,https://www.themoviedb.org/movie/325551,325551,"Comedy, Music",masquerade in mexico,FAM0146
Ninotchka,1939,https://www.themoviedb.org/movie/1859,1859,"Comedy, Romance",ninotchka,FAM0147
Silk Stockings,1957,https://www.themoviedb.org/movie/43239,43239,"Comedy, Music, Romance",silk stockings,FAM0147
The Women,1939,https://www.themoviedb.org/movie/22490,22490,"Comedy, Drama",women,FAM0148
The Women,2008,https://www.themoviedb.org/movie/13972,13972,"Drama, Comedy",women,FAM0148
Gaslight,1940,https://www.themoviedb.org/movie/55207,55207,"Thriller, Mystery",gaslight,FAM0149
Gaslight,1944,https://www.themoviedb.org/movie/13528,13528,"Thriller, Drama, Mystery, Crime",gaslight,FAM0149
The Letter,1940,https://www.themoviedb.org/movie/17801,17801,"Crime, Drama",letter,FAM0150
The Unfaithful,1947,https://www.themoviedb.org/movie/72847,72847,"Thriller, Drama, Mystery",unfaithful,FAM0150
My Favorite Wife,1940,https://www.themoviedb.org/movie/41463,41463,"Comedy, Romance",my favorite wife,FAM0151
"Move Over, Darling",1963,https://www.themoviedb.org/movie/30204,30204,"Comedy, Romance",move over darling,FAM0151
Pinocchio,1940,https://www.themoviedb.org/movie/10895,10895,"Animation, Family, Fantasy",pinocchio,FAM0152
Pinocchio,2022,https://www.themoviedb.org/movie/532639,532639,"Fantasy, Adventure, Family",pinocchio,FAM0152
Ball of Fire,1941,https://www.themoviedb.org/movie/29884,29884,"Comedy, Romance, Crime",ball of fire,FAM0153
A Song Is Born,1948,https://www.themoviedb.org/movie/17829,17829,"Comedy, Music",song is born,FAM0153
The Lady Eve,1941,https://www.themoviedb.org/movie/3086,3086,"Comedy, Romance",lady eve,FAM0154
The Birds and the Bees,1956,https://www.themoviedb.org/movie/148196,148196,Comedy,birds and the bees,FAM0154
Dumbo,1941,https://www.themoviedb.org/movie/11360,11360,"Animation, Family",dumbo,FAM0155
Dumbo,2019,https://www.themoviedb.org/movie/329996,329996,"Family, Fantasy, Adventure",dumbo,FAM0155
Here Comes Mr. Jordan,1941,https://www.themoviedb.org/movie/38914,38914,"Comedy, Fantasy, Romance",here comes mr jordan,FAM0156
Heaven Can Wait,1978,https://www.themoviedb.org/movie/12185,12185,"Fantasy, Comedy, Romance",heaven can wait,FAM0156
High Sierra,1941,https://www.themoviedb.org/movie/27725,27725,"Crime, Drama, Action",high sierra,FAM0157
I Died a Thousand Times,1955,https://www.themoviedb.org/movie/28490,28490,"Crime, Thriller",i died a thousand times,FAM0157
It Started with Eve,1941,https://www.themoviedb.org/movie/33112,33112,"Comedy, Romance, Music",it started with eve,FAM0158
I'd Rather Be Rich,1964,https://www.themoviedb.org/movie/192985,192985,Comedy,i d rather be rich,FAM0158
Premier rendez-vous,1941,https://www.themoviedb.org/movie/333269,333269,Romance,premier rendez vous,FAM0159
Ihr erstes Rendezvous,1955,https://www.themoviedb.org/movie/265476,265476,Comedy,ihr erstes rendezvous,FAM0159
Swamp Water,1941,https://www.themoviedb.org/movie/45215,45215,"Crime, Drama",swamp water,FAM0160
Lure of the Wilderness,1952,https://www.themoviedb.org/movie/249846,249846,"Adventure, Drama, Romance",lure of the wilderness,FAM0160
The Wolf Man,1941,https://www.themoviedb.org/movie/13666,13666,"Horror, Drama",wolf man,FAM0161
The Wolfman,2010,https://www.themoviedb.org/movie/7978,7978,Horror,wolfman,FAM0161
"Joe Smith, American",1942,https://www.themoviedb.org/movie/97584,97584,"Crime, Thriller, Drama",joe smith american,FAM0162
The Big Operator,1959,https://www.themoviedb.org/movie/239000,239000,"Drama, Crime",big operator,FAM0162
Cat People,1942,https://www.themoviedb.org/movie/25508,25508,"Mystery, Horror, Romance",cat people,FAM0163
Cat People,1982,https://www.themoviedb.org/movie/6217,6217,"Fantasy, Horror",cat people,FAM0163
The Major and the Minor,1942,https://www.themoviedb.org/movie/39871,39871,"Comedy, Romance",major and the minor,FAM0164
You're Never Too Young,1955,https://www.themoviedb.org/movie/53441,53441,Comedy,you re never too young,FAM0164
My Sister Eileen,1942,https://www.themoviedb.org/movie/33052,33052,Comedy,my sister eileen,FAM0165
My Sister Eileen,1955,https://www.themoviedb.org/movie/60966,60966,"Music, Comedy, Romance",my sister eileen,FAM0165
To Be or Not to Be,1942,https://www.themoviedb.org/movie/198,198,"Comedy, War, Romance",to be or not to be,FAM0166
To Be or Not to Be,1983,https://www.themoviedb.org/movie/22998,22998,"Comedy, Drama, War",to be or not to be,FAM0166
Le Corbeau,1943,https://www.themoviedb.org/movie/29084,29084,"Mystery, Drama, Thriller",le corbeau,FAM0167
The 13th Letter,1951,https://www.themoviedb.org/movie/39306,39306,"Crime, Mystery, Thriller",13th letter,FAM0167
A Guy Named Joe,1943,https://www.themoviedb.org/movie/43306,43306,"Drama, Romance, War, Fantasy",guy named joe,FAM0168
Always,1989,https://www.themoviedb.org/movie/11352,11352,"Romance, Fantasy, Drama",always,FAM0168
Chicken Little,1943,https://www.themoviedb.org/movie/64648,64648,"Animation, Family",chicken little,FAM0169
Chicken Little,2005,https://www.themoviedb.org/movie/9982,9982,"Animation, Family, Comedy",chicken little,FAM0169
Journey into Fear,1943,https://www.themoviedb.org/movie/21366,21366,"Thriller, War",journey into fear,FAM0170
Journey into Fear,1975,https://www.themoviedb.org/movie/200331,200331,Thriller,journey into fear,FAM0170
Sahara,1943,https://www.themoviedb.org/movie/18783,18783,"Adventure, War",sahara,FAM0171
Last of the Comanches,1953,https://www.themoviedb.org/movie/41468,41468,Western,last of the comanches,FAM0171
The More the Merrier,1943,https://www.themoviedb.org/movie/80616,80616,"Comedy, Romance",more the merrier,FAM0172
"Walk, Don't Run",1966,https://www.themoviedb.org/movie/38720,38720,"Comedy, Romance",walk don t run,FAM0172
Kismet,1944,https://www.themoviedb.org/movie/43501,43501,"Adventure, Fantasy, Romance",kismet,FAM0173
Kismet,1955,https://www.themoviedb.org/movie/4822,4822,"Music, Romance, Adventure, Fantasy",kismet,FAM0173
Lifeboat,1944,https://www.themoviedb.org/movie/13321,13321,"War, Drama",lifeboat,FAM0174
Lifepod,1993,https://www.themoviedb.org/movie/19553,19553,"Mystery, Science Fiction, Thriller, TV Movie",lifepod,FAM0174
The Miracle of Morgan's Creek,1944,https://www.themoviedb.org/movie/42879,42879,"Comedy, Romance, War",miracle of morgan s creek,FAM0175
Rock-A-Bye Baby,1958,https://www.themoviedb.org/movie/42581,42581,Comedy,rock a bye baby,FAM0175
Christmas in Connecticut,1945,https://www.themoviedb.org/movie/13669,13669,"Comedy, Romance",christmas in connecticut,FAM0176
Christmas in Connecticut,1992,https://www.themoviedb.org/movie/55596,55596,"Comedy, Romance, TV Movie",christmas in connecticut,FAM0176
My Name Is Julia Ross,1945,https://www.themoviedb.org/movie/42077,42077,"Thriller, Mystery",my name is julia ross,FAM0177
Dead of Winter,1987,https://www.themoviedb.org/movie/70199,70199,"Thriller, Horror",dead of winter,FAM0177
La Otra,1945,https://www.themoviedb.org/movie/119806,119806,"Drama, Thriller",la otra,FAM0178
Dead Ringer,1964,https://www.themoviedb.org/movie/22543,22543,"Crime, Drama, Horror",dead ringer,FAM0178
The Wicked Lady,1945,https://www.themoviedb.org/movie/41073,41073,"Drama, Adventure, History",wicked lady,FAM0179
The Wicked Lady,1983,https://www.themoviedb.org/movie/110683,110683,"Drama, Adventure",wicked lady,FAM0179
Sentimental Journey,1946,https://www.themoviedb.org/movie/247728,247728,Drama,sentimental journey,FAM0180
The Gift of Love,1958,https://www.themoviedb.org/movie/134774,134774,"Drama, Romance",gift of love,FAM0180
Out of the Past,1947,https://www.themoviedb.org/movie/678,678,"Crime, Thriller",out of the past,FAM0181
Against All Odds,1984,https://www.themoviedb.org/movie/22160,22160,"Crime, Drama, Romance, Thriller",against all odds,FAM0181
The Bishop's Wife,1947,https://www.themoviedb.org/movie/19490,19490,"Comedy, Fantasy, Drama, Romance",bishop s wife,FAM0182
The Preacher's Wife,1996,https://www.themoviedb.org/movie/21539,21539,"Family, Fantasy, Drama, Comedy, Romance",preacher s wife,FAM0182
Christmas Eve,1947,https://www.themoviedb.org/movie/58799,58799,"Comedy, Drama",christmas eve,FAM0183
Christmas Eve,1986,https://www.themoviedb.org/movie/374438,374438,"Drama, TV Movie",christmas eve,FAM0183
The Secret Life of Walter Mitty,1947,https://www.themoviedb.org/movie/40092,40092,"Comedy, Fantasy, Romance",secret life of walter mitty,FAM0184
The Secret Life of Walter Mitty,2013,https://www.themoviedb.org/movie/116745,116745,"Adventure, Comedy, Drama, Fantasy",secret life of walter mitty,FAM0184
The Big Clock,1948,https://www.themoviedb.org/movie/19974,19974,"Crime, Thriller",big clock,FAM0185
No Way Out,1987,https://www.themoviedb.org/movie/10083,10083,"Thriller, Drama",no way out,FAM0185
Brighton Rock,1948,https://www.themoviedb.org/movie/13385,13385,"Crime, Drama, Thriller",brighton rock,FAM0186
Brighton Rock,2010,https://www.themoviedb.org/movie/62728,62728,"Drama, Thriller, Crime",brighton rock,FAM0186
Yellow Sky,1948,https://www.themoviedb.org/movie/20638,20638,Western,yellow sky,FAM0187
The Jackals,1967,https://www.themoviedb.org/movie/18805,18805,"Action, Drama, Romance, Adventure, Western",jackals,FAM0187
Mr. Blandings Builds His Dream House,1948,https://www.themoviedb.org/movie/32294,32294,Comedy,mr blandings builds his dream house,FAM0188
The Money Pit,1986,https://www.themoviedb.org/movie/10466,10466,"Comedy, Romance",money pit,FAM0188
The Paleface,1948,https://www.themoviedb.org/movie/17804,17804,"Comedy, Western",paleface,FAM0189
The Shakiest Gun in the West,1968,https://www.themoviedb.org/movie/20238,20238,"Comedy, Family, Western",shakiest gun in the west,FAM0189
Panhandle,1948,https://www.themoviedb.org/movie/188238,188238,Western,panhandle,FAM0190
The Texican,1966,https://www.themoviedb.org/movie/95410,95410,Western,texican,FAM0190
Spring in a Small Town,1948,https://www.themoviedb.org/movie/21058,21058,"Drama, Romance",spring in a small town,FAM0191
Springtime in a Small Town,2002,https://www.themoviedb.org/movie/61485,61485,"Drama, Romance",springtime in a small town,FAM0191
Unfaithfully Yours,1948,https://www.themoviedb.org/movie/33115,33115,"Comedy, Romance",unfaithfully yours,FAM0192
Unfaithfully Yours,1984,https://www.themoviedb.org/movie/50812,50812,"Comedy, Romance",unfaithfully yours,FAM0192
The Window,1949,https://www.themoviedb.org/movie/32684,32684,"Thriller, Crime",window,FAM0193
The Boy Cried Murder,1966,https://www.themoviedb.org/movie/319945,319945,"Crime, Drama, Thriller",boy cried murder,FAM0193
House of Strangers,1949,https://www.themoviedb.org/movie/20003,20003,"Drama, Crime, Thriller",house of strangers,FAM0194
Broken Lance,1954,https://www.themoviedb.org/movie/42328,42328,"Adventure, Drama, Western",broken lance,FAM0194
Criss Cross,1949,https://www.themoviedb.org/movie/22112,22112,"Crime, Thriller",criss cross,FAM0195
The Underneath,1995,https://www.themoviedb.org/movie/36141,36141,"Crime, Drama, Thriller",underneath,FAM0195
Mighty Joe Young,1949,https://www.themoviedb.org/movie/39314,39314,"Adventure, Fantasy, Drama, Action",mighty joe young,FAM0196
Mighty Joe Young,1998,https://www.themoviedb.org/movie/9822,9822,"Adventure, Family, Action, Fantasy",mighty joe young,FAM0196
Born Yesterday,1950,https://www.themoviedb.org/movie/24481,24481,"Comedy, Romance",born yesterday,FAM0197
Born Yesterday,1993,https://www.themoviedb.org/movie/44968,44968,"Comedy, Romance",born yesterday,FAM0197
Cheaper by the Dozen,1950,https://www.themoviedb.org/movie/33839,33839,"Comedy, Drama, Family",cheaper by the dozen,FAM0198
Cheaper by the Dozen,2003,https://www.themoviedb.org/movie/11007,11007,"Comedy, Family, Drama",cheaper by the dozen,FAM0198
Cinderella,1950,https://www.themoviedb.org/movie/11224,11224,"Family, Fantasy, Animation, Romance",cinderella,FAM0199
Cinderella,2015,https://www.themoviedb.org/movie/150689,150689,"Romance, Fantasy, Family, Drama",cinderella,FAM0199
D.O.A.,1950,https://www.themoviedb.org/movie/16958,16958,"Crime, Drama",d o a,FAM0200
D.O.A.,1988,https://www.themoviedb.org/movie/9748,9748,"Mystery, Thriller",d o a,FAM0200
Last Holiday,1950,https://www.themoviedb.org/movie/16939,16939,"Comedy, Drama",last holiday,FAM0201
Last Holiday,2006,https://www.themoviedb.org/movie/17379,17379,"Adventure, Comedy, Drama",last holiday,FAM0201
Night and the City,1950,https://www.themoviedb.org/movie/19119,19119,"Drama, Crime",night and the city,FAM0202
Night and the City,1992,https://www.themoviedb.org/movie/36288,36288,"Crime, Drama",night and the city,FAM0202
Rashomon,1950,https://www.themoviedb.org/movie/548,548,"Crime, Drama, Mystery",rashomon,FAM0203
The Outrage,1964,https://www.themoviedb.org/movie/85609,85609,"Drama, Crime, Western",outrage,FAM0203
Angels in the Outfield,1951,https://www.themoviedb.org/movie/45588,45588,"Comedy, Drama, Family, Fantasy",angels in the outfield,FAM0204
Angels in the Outfield,1994,https://www.themoviedb.org/movie/24795,24795,"Comedy, Family, Fantasy",angels in the outfield,FAM0204
The Day the Earth Stood Still,1951,https://www.themoviedb.org/movie/828,828,"Science Fiction, Thriller, Drama",day the earth stood still,FAM0205
The Day the Earth Stood Still,2008,https://www.themoviedb.org/movie/10200,10200,"Drama, Science Fiction, Thriller",day the earth stood still,FAM0205
Against All Flags,1952,https://www.themoviedb.org/movie/44631,44631,"Drama, Adventure",against all flags,FAM0206
The King's Pirate,1967,https://www.themoviedb.org/movie/260127,260127,Adventure,king s pirate,FAM0206
Holiday for Henrietta,1952,https://www.themoviedb.org/movie/4709,4709,Comedy,holiday for henrietta,FAM0207
Paris When It Sizzles,1964,https://www.themoviedb.org/movie/22829,22829,"Romance, Comedy",paris when it sizzles,FAM0207
The Narrow Margin,1952,https://www.themoviedb.org/movie/31713,31713,"Thriller, Crime",narrow margin,FAM0208
Narrow Margin,1990,https://www.themoviedb.org/movie/31597,31597,"Action, Thriller, Crime, Mystery",narrow margin,FAM0208
Cat-Women of the Moon,1953,https://www.themoviedb.org/movie/43341,43341,Science Fiction,cat women of the moon,FAM0209
Missile to the Moon,1958,https://www.themoviedb.org/movie/43120,43120,"Science Fiction, Horror",missile to the moon,FAM0209
Invaders from Mars,1953,https://www.themoviedb.org/movie/20424,20424,"Science Fiction, Horror",invaders from mars,FAM0210
Invaders from Mars,1986,https://www.themoviedb.org/movie/31909,31909,"Horror, Science Fiction",invaders from mars,FAM0210
Peter Pan,1953,https://www.themoviedb.org/movie/10693,10693,"Animation, Family, Adventure, Fantasy",peter pan,FAM0211
Peter Pan & Wendy,2023,https://www.themoviedb.org/movie/420808,420808,"Family, Fantasy, Action, Adventure",peter pan wendy,FAM0211
The Wages of Fear,1953,https://www.themoviedb.org/movie/204,204,"Drama, Thriller, Adventure",wages of fear,FAM0212
Sorcerer,1977,https://www.themoviedb.org/movie/38985,38985,"Thriller, Adventure, Drama",sorcerer,FAM0212
The Desperado,1954,https://www.themoviedb.org/movie/381998,381998,Western,desperado,FAM0213
"Cole Younger, Gunfighter",1958,https://www.themoviedb.org/movie/144471,144471,Western,cole younger gunfighter,FAM0213
Rear Window,1954,https://www.themoviedb.org/movie/567-rear-window,567,"Mystery, Thriller",rear window,FAM0214
Rear Window,1998,https://www.themoviedb.org/movie/11603-rear-window,11603,"Mystery, Thriller",rear window,FAM0214
Sabrina,1954,https://www.themoviedb.org/movie/6620,6620,"Comedy, Romance, Drama",sabrina,FAM0215
Sabrina,1995,https://www.themoviedb.org/movie/11860,11860,"Romance, Drama, Comedy",sabrina,FAM0215
The Desperate Hours,1955,https://www.themoviedb.org/movie/18612,18612,"Crime, Thriller",desperate hours,FAM0216
Desperate Hours,1990,https://www.themoviedb.org/movie/31676,31676,"Thriller, Crime",desperate hours,FAM0216
Les Diaboliques,1955,https://www.themoviedb.org/movie/827,827,"Thriller, Mystery",les diaboliques,FAM0217
Diabolique,1996,https://www.themoviedb.org/movie/10988,10988,"Mystery, Thriller, Horror",diabolique,FAM0217
Lady and the Tramp,1955,https://www.themoviedb.org/movie/10340,10340,"Animation, Family, Romance, Adventure, Comedy",lady and the tramp,FAM0218
Lady and the Tramp,2019,https://www.themoviedb.org/movie/512895,512895,"Family, Romance, Comedy",lady and the tramp,FAM0218
The Ladykillers,1955,https://www.themoviedb.org/movie/5506,5506,"Comedy, Crime",ladykillers,FAM0219
The Ladykillers,2004,https://www.themoviedb.org/movie/5516,5516,"Comedy, Crime, Thriller",ladykillers,FAM0219
The Private War of Major Benson,1955,https://www.themoviedb.org/movie/110502,110502,"Comedy, Family, Romance",private war of major benson,FAM0220
Major Payne,1995,https://www.themoviedb.org/movie/11008,11008,"Adventure, Comedy, Family",major payne,FAM0220
We're No Angels,1955,https://www.themoviedb.org/movie/5996,5996,"Comedy, Crime",we re no angels,FAM0221
We're No Angels,1989,https://www.themoviedb.org/movie/5971,5971,"Comedy, Crime",we re no angels,FAM0221
Anastasia,1956,https://www.themoviedb.org/movie/38171,38171,"Drama, Romance",anastasia,FAM0222
Anastasia,1997,https://www.themoviedb.org/movie/9444,9444,"Animation, Family, Fantasy, Adventure",anastasia,FAM0222
Around the World in 80 Days,1956,https://www.themoviedb.org/movie/2897,2897,"Adventure, Comedy, Family, Fantasy, Romance",around the world in 80 days,FAM0223
Around the World in 80 Days,2004,https://www.themoviedb.org/movie/10204,10204,"Action, Adventure, Comedy",around the world in 80 days,FAM0223
Beyond a Reasonable Doubt,1956,https://www.themoviedb.org/movie/20330,20330,"Crime, Drama",beyond a reasonable doubt,FAM0224
Beyond a Reasonable Doubt,2009,https://www.themoviedb.org/movie/25137,25137,Thriller,beyond a reasonable doubt,FAM0224
The Burmese Harp,1956,https://www.themoviedb.org/movie/33319,33319,"Drama, War",burmese harp,FAM0225
The Burmese Harp,1985,https://www.themoviedb.org/movie/385221,385221,"Drama, War",burmese harp,FAM0225
Ransom!,1956,https://www.themoviedb.org/movie/110754,110754,"Crime, Drama, Thriller",ransom,FAM0226
Ransom,1996,https://www.themoviedb.org/movie/3595,3595,"Action, Thriller",ransom,FAM0226
Runaway Daughters,1956,https://www.themoviedb.org/movie/251380,251380,"Drama, Crime",runaway daughters,FAM0227
Runaway Daughters,1994,https://www.themoviedb.org/movie/98287,98287,"Comedy, TV Movie, Drama",runaway daughters,FAM0227
12 Angry Men,1957,https://www.themoviedb.org/movie/389,389,Drama,12 angry men,FAM0228
12 Angry Men,1997,https://www.themoviedb.org/movie/12219,12219,"Drama, TV Movie",12 angry men,FAM0228
3:10 to Yuma,1957,https://www.themoviedb.org/movie/14168,14168,"Western, Drama, Thriller",3 10 to yuma,FAM0229
3:10 to Yuma,2007,https://www.themoviedb.org/movie/5176,5176,"Western, Drama",3 10 to yuma,FAM0229
Last of the Badmen,1957,https://www.themoviedb.org/movie/282677,282677,Western,last of the badmen,FAM0230
Gunfight at Comanche Creek,1963,https://www.themoviedb.org/movie/95677,95677,Western,gunfight at comanche creek,FAM0230
Zero Hour!,1957,https://www.themoviedb.org/movie/54541,54541,"Drama, Thriller",zero hour,FAM0231
Terror in the Sky,1971,https://www.themoviedb.org/movie/237520,237520,"Drama, TV Movie, Thriller",terror in the sky,FAM0231
Witness for the Prosecution,1957,https://www.themoviedb.org/movie/37257,37257,"Drama, Mystery, Crime",witness for the prosecution,FAM0232
Witness for the Prosecution,1982,https://www.themoviedb.org/movie/5972,5972,"Crime, Drama, TV Movie",witness for the prosecution,FAM0232
Attack of the 50 Foot Woman,1958,https://www.themoviedb.org/movie/18724,18724,"Science Fiction, Drama, Horror",attack of the 50 foot woman,FAM0233
Attack of the 50 Ft. Woman,1993,https://www.themoviedb.org/movie/74629,74629,"Science Fiction, Comedy, TV Movie",attack of the 50 ft woman,FAM0233
The Blob,1958,https://www.themoviedb.org/movie/8851,8851,"Horror, Science Fiction",blob,FAM0234
The Blob,1988,https://www.themoviedb.org/movie/9599,9599,"Horror, Science Fiction",blob,FAM0234
The Defiant Ones,1958,https://www.themoviedb.org/movie/11414,11414,"Crime, Drama, Adventure, Thriller",defiant ones,FAM0235
The Defiant Ones,1986,https://www.themoviedb.org/movie/279984,279984,"TV Movie, Drama",defiant ones,FAM0235
The Fly,1958,https://www.themoviedb.org/movie/11815,11815,"Science Fiction, Horror, Drama",fly,FAM0236
The Fly,1986,https://www.themoviedb.org/movie/9426,9426,"Horror, Science Fiction",fly,FAM0236
How to Make a Monster,1958,https://www.themoviedb.org/movie/116327,116327,"Horror, Science Fiction",how to make a monster,FAM0237
How to Make a Monster,2001,https://www.themoviedb.org/movie/38510,38510,"TV Movie, Horror, Science Fiction, Thriller",how to make a monster,FAM0237
A Bucket of Blood,1959,https://www.themoviedb.org/movie/22642,22642,"Comedy, Horror",bucket of blood,FAM0238
A Bucket of Blood,1995,https://www.themoviedb.org/movie/222858,222858,"Thriller, Comedy, Horror, TV Movie",bucket of blood,FAM0238
The Captain's Table,1959,https://www.themoviedb.org/movie/285555,285555,Comedy,captain s table,FAM0239
The Captain,1971,https://www.themoviedb.org/movie/117890,117890,"Crime, Drama",captain,FAM0239
House on Haunted Hill,1959,https://www.themoviedb.org/movie/15856,15856,"Horror, Mystery",house on haunted hill,FAM0240
House on Haunted Hill,1999,https://www.themoviedb.org/movie/11377,11377,Horror,house on haunted hill,FAM0240
The Shaggy Dog,1959,https://www.themoviedb.org/movie/15944,15944,"Comedy, Family, Fantasy",shaggy dog,FAM0241
The Shaggy Dog,2006,https://www.themoviedb.org/movie/10067,10067,"Comedy, Family",shaggy dog,FAM0241
13 Ghosts,1960,https://www.themoviedb.org/movie/29756,29756,Horror,13 ghosts,FAM0242
Thirteen Ghosts,2001,https://www.themoviedb.org/movie/9378,9378,"Horror, Thriller",thirteen ghosts,FAM0242
Breathless,1960,https://www.themoviedb.org/movie/269,269,"Drama, Crime",breathless,FAM0243
Breathless,1983,https://www.themoviedb.org/movie/1058,1058,"Romance, Drama, Action",breathless,FAM0243
The Little Shop of Horrors,1960,https://www.themoviedb.org/movie/24452,24452,"Horror, Comedy, Fantasy",little shop of horrors,FAM0244
Little Shop of Horrors,1986,https://www.themoviedb.org/movie/10776,10776,"Horror, Comedy",little shop of horrors,FAM0244
The Magnificent Seven,1960,https://www.themoviedb.org/movie/966,966,"Western, Action, Adventure",magnificent seven,FAM0245
The Magnificent Seven,2016,https://www.themoviedb.org/movie/333484,333484,"Adventure, Action, Western",magnificent seven,FAM0245
Ocean's 11,1960,https://www.themoviedb.org/movie/299,299,"Crime, Comedy, Thriller",ocean s 11,FAM0246
Ocean's Eleven,2001,https://www.themoviedb.org/movie/161,161,"Thriller, Crime",ocean s eleven,FAM0246
Psycho,1960,https://www.themoviedb.org/movie/539,539,"Horror, Thriller, Mystery",psycho,FAM0247
Psycho,1998,https://www.themoviedb.org/movie/11252,11252,"Horror, Mystery, Thriller",psycho,FAM0247
Purple Noon,1960,https://www.themoviedb.org/movie/10363,10363,"Crime, Drama, Thriller",purple noon,FAM0248
The Talented Mr. Ripley,1999,https://www.themoviedb.org/movie/1213,1213,"Thriller, Crime, Drama",talented mr ripley,FAM0248
School for Scoundrels,1960,https://www.themoviedb.org/movie/36741,36741,Comedy,school for scoundrels,FAM0249
School for Scoundrels,2006,https://www.themoviedb.org/movie/9842,9842,"Comedy, Romance",school for scoundrels,FAM0249
The Time Machine,1960,https://www.themoviedb.org/movie/2134,2134,"Thriller, Adventure, Fantasy, Science Fiction, Romance",time machine,FAM0250
The Time Machine,2002,https://www.themoviedb.org/movie/2135,2135,"Science Fiction, Adventure, Action",time machine,FAM0250
Village of the Damned,1960,https://www.themoviedb.org/movie/11773,11773,"Horror, Science Fiction",village of the damned,FAM0251
Village of the Damned,1995,https://www.themoviedb.org/movie/12122,12122,"Thriller, Horror, Science Fiction",village of the damned,FAM0251
Where the Boys Are,1960,https://www.themoviedb.org/movie/43049,43049,"Comedy, Drama, Romance",where the boys are,FAM0252
Where the Boys Are '84,1984,https://www.themoviedb.org/movie/59897,59897,"Comedy, Romance",where the boys are 84,FAM0252
One Hundred and One Dalmatians,1961,https://www.themoviedb.org/movie/12230,12230,"Adventure, Animation, Comedy, Family",one hundred and one dalmatians,FAM0253
101 Dalmatians,1996,https://www.themoviedb.org/movie/11674,11674,"Family, Comedy",101 dalmatians,FAM0253
The Absent-Minded Professor,1961,https://www.themoviedb.org/movie/17984,17984,"Comedy, Family, Science Fiction",absent minded professor,FAM0254
Flubber,1997,https://www.themoviedb.org/movie/9574,9574,"Comedy, Family, Science Fiction",flubber,FAM0254
Two Half Times in Hell,1961,https://www.themoviedb.org/movie/163363,163363,"War, Drama",two half times in hell,FAM0255
Escape to Victory,1981,https://www.themoviedb.org/movie/17360,17360,"Drama, War",escape to victory,FAM0255
The Parent Trap,1961,https://www.themoviedb.org/movie/19186,19186,"Comedy, Family, Romance",parent trap,FAM0256
The Parent Trap,1998,https://www.themoviedb.org/movie/9820,9820,"Comedy, Family, Romance",parent trap,FAM0256
The Roman Spring of Mrs. Stone,1961,https://www.themoviedb.org/movie/36731,36731,"Drama, Romance",roman spring of mrs stone,FAM0257
The Roman Spring of Mrs. Stone,2003,https://www.themoviedb.org/movie/158928,158928,"Drama, Romance, TV Movie",roman spring of mrs stone,FAM0257
Splendor in the Grass,1961,https://www.themoviedb.org/movie/28569,28569,"Drama, Romance",splendor in the grass,FAM0258
Splendor in the Grass,1981,https://www.themoviedb.org/movie/468749,468749,"Drama, TV Movie",splendor in the grass,FAM0258
West Side Story,1961,https://www.themoviedb.org/movie/1725,1725,"Crime, Drama, Romance",west side story,FAM0259
West Side Story,2021,https://www.themoviedb.org/movie/511809,511809,"Drama, Romance, Crime",west side story,FAM0259
