movie,year,tmdb_link,tmdb_id,genres,normalized_title,family_id
The Great Gatsby,2000,https://www.themoviedb.org/movie/34027-the-great-gatsby?language=en-US,34027,"Drama, Romance",great gatsby,FAM0026
The Great Gatsby,2013,https://www.themoviedb.org/movie/64682-the-great-gatsby?language=en-US,64682,"Drama, Romance",great gatsby,FAM0026
Carrie,1976,https://www.themoviedb.org/movie/7340,7340,"Horror, Thriller",carrie,FAM0027
Carrie,2002,https://www.themoviedb.org/movie/7342,7342,"Horror, Drama, TV Movie",carrie,FAM0027
Carrie,2013,https://www.themoviedb.org/movie/133805,133805,"Drama, Horror",carrie,FAM0027
Piranha,1978,https://www.themoviedb.org/movie/24831,24831,"Horror, Science Fiction",piranha,FAM0028
Piranha,1995,https://www.themoviedb.org/movie/48374,48374,"Horror, TV Movie",piranha,FAM0028
Piranha 3D,2010,https://www.themoviedb.org/movie/43593,43593,"Comedy, Horror",piranha 3d,FAM0028
The Lift,1983,https://www.themoviedb.org/movie/11417,11417,"Horror, Thriller, Comedy",lift,FAM0029
Down,2001,https://www.themoviedb.org/movie/19058,19058,"Horror, Mystery, Thriller",down,FAM0029
Down to Earth,2001,https://www.themoviedb.org/movie/16300,16300,"Fantasy, Comedy, Romance",down to earth,FAM0029
Day of the Dead,1985,https://www.themoviedb.org/movie/8408,8408,"Horror, Drama, Mystery",day of the dead,FAM0030
Day of the Dead,2008,https://www.themoviedb.org/movie/13613,13613,"Action, Horror, Science Fiction, Thriller",day of the dead,FAM0030
Day of the Dead: Bloodline,2017,https://www.themoviedb.org/movie/485415,485415,"Action, Horror",day of the dead bloodline,FAM0030
La Femme Nikita,1990,https://www.themoviedb.org/movie/9322,9322,"Action, Thriller",la femme nikita,FAM0031
Black Cat,1991,https://www.themoviedb.org/movie/45437,45437,"Action, Crime, Thriller, Romance",black cat,FAM0031
Point of No Return,1993,https://www.themoviedb.org/movie/10498,10498,"Action, Crime, Thriller",point of no return,FAM0031
Il Mare,2000,https://www.themoviedb.org/movie/46535,46535,"Drama, Romance, Science Fiction",il mare,FAM0032
Siworae,2000,https://www.themoviedb.org/movie/12650,12650,"Drama, Romance, Science Fiction",siworae,FAM0032
The Lake House,2006,https://www.themoviedb.org/movie/2044,2044,"Romance, Drama, Mystery, Fantasy",lake house,FAM0032
What Women Want,2000,https://www.themoviedb.org/movie/3981,3981,"Comedy, Romance",what women want,FAM0033
What Women Want,2011,https://www.themoviedb.org/movie/62976,62976,"Comedy, Romance, Fantasy",what women want,FAM0033
What Men Want,2019,https://www.themoviedb.org/movie/487297,487297,"Comedy, Romance",what men want,FAM0033
Oldboy,2003,https://www.themoviedb.org/movie/670,670,"Drama, Thriller, Mystery, Action",oldboy,FAM0034
Zinda,2006,https://www.themoviedb.org/movie/20971,20971,"Action, Thriller",zinda,FAM0034
Oldboy,2013,https://www.themoviedb.org/movie/87516,87516,"Drama, Thriller, Mystery, Action",oldboy,FAM0034
Katha Parayumpol,2007,https://www.themoviedb.org/movie/67890,67890,"Comedy, Drama",katha parayumpol,FAM0035
Kathanayakudu,2008,https://www.themoviedb.org/movie/1166562,1166562,Drama,kathanayakudu,FAM0035
Billu Barber,2009,https://www.themoviedb.org/movie/16345,16345,"Comedy, Drama",billu barber,FAM0035
Loft,2008,https://www.themoviedb.org/movie/17845,17845,"Drama, Mystery, Romance",loft,FAM0036
Loft,2010,https://www.themoviedb.org/movie/57059,57059,Thriller,loft,FAM0036
The Loft,2014,https://www.themoviedb.org/movie/72784,72784,Thriller,loft,FAM0036
Miss Granny,2014,https://www.themoviedb.org/movie/253065,253065,"Drama, Comedy, Music",miss granny,FAM0037
20 Once Again,2015,https://www.themoviedb.org/movie/301274,301274,"Comedy, Music, Fantasy",20 once again,FAM0037
Sweet 20,2015,https://www.themoviedb.org/movie/386084,386084,Comedy,sweet 20,FAM0037
Retribution,2015,https://www.themoviedb.org/movie/1643870,1643870,"Crime, Drama",retribution,FAM0038
Hard Hit,2021,https://www.themoviedb.org/movie/654739,654739,"Action, Crime, Drama, Thriller",hard hit,FAM0038
Retribution,2023,https://www.themoviedb.org/movie/762430,762430,"Thriller, Action, Adventure",retribution,FAM0038
The Battle of the Sexes,1914,https://www.themoviedb.org/movie/557929,557929,Drama,battle of the sexes,FAM0039
The Battle of the Sexes,1928,https://www.themoviedb.org/movie/109944,109944,"Drama, Comedy",battle of the sexes,FAM0039
Paid in Full,1914,https://www.themoviedb.org/movie/659968,659968,Drama,paid in full,FAM0040
Paid in Full,1919,https://www.themoviedb.org/movie/740090,740090,Drama,paid in full,FAM0040
The Golden Chance,1915,https://www.themoviedb.org/movie/197934,197934,Drama,golden chance,FAM0041
Forbidden Fruit,1921,https://www.themoviedb.org/movie/72496,72496,"Drama, Romance",forbidden fruit,FAM0041
My Old Dutch,1915,https://www.themoviedb.org/movie/609305,609305,"Drama, Romance",my old dutch,FAM0042
My Old Dutch,1926,https://www.themoviedb.org/movie/372302,372302,"Drama, Romance",my old dutch,FAM0042
Baby Mine,1917,https://www.themoviedb.org/movie/615876,615876,Comedy,baby mine,FAM0043
Baby Mine,1928,https://www.themoviedb.org/movie/925494,925494,Comedy,baby mine,FAM0043
The Lost Chord,1917,https://www.themoviedb.org/movie/933111,933111,Romance,lost chord,FAM0044
The Lost Chord,1925,https://www.themoviedb.org/movie/728214,728214,Romance,lost chord,FAM0044
The Miracle Man,1919,https://www.themoviedb.org/movie/278093,278093,Drama,miracle man,FAM0045
The Miracle Man,1932,https://www.themoviedb.org/movie/209773,209773,Drama,miracle man,FAM0045
Behold My Wife!,1920,https://www.themoviedb.org/movie/1590176,1590176,Drama,behold my wife,FAM0046
Behold My Wife!,1934,https://www.themoviedb.org/movie/191610,191610,"Drama, Romance",behold my wife,FAM0046
The Cabinet of Dr. Caligari,1920,https://www.themoviedb.org/movie/234,234,"Drama, Horror, Thriller, Crime",cabinet of dr caligari,FAM0047
The Cabinet of Dr. Caligari,2005,https://www.themoviedb.org/movie/27227,27227,"Mystery, Thriller, Horror",cabinet of dr caligari,FAM0047
His Royal Slyness,1920,https://www.themoviedb.org/movie/53530,53530,Comedy,his royal slyness,FAM0048
Long Fliv the King,1926,https://www.themoviedb.org/movie/195225,195225,Comedy,long fliv the king,FAM0048
The Phantom Carriage,1921,https://www.themoviedb.org/movie/58129,58129,"Drama, Fantasy, Horror",phantom carriage,FAM0049
The Phantom Carriage,1958,https://www.themoviedb.org/movie/107383,107383,Drama,phantom carriage,FAM0049
Dr. Mabuse the Gambler,1922,https://www.themoviedb.org/movie/5998,5998,"Crime, Thriller",dr mabuse the gambler,FAM0050
