,,
,,
,,
,Carrie (1976),https://www.themoviedb.org/movie/7340-carrie
,Carrie (2002),https://www.themoviedb.org/movie/7342-carrie
,Carrie (2013),https://www.themoviedb.org/movie/133805-carrie
